username,accDesc,location,following,followers,totaltweets,usercreated,tweetcreated,retweetcount,favoritecount,text,tweetsource,hashtags
NicheMarketway,"When our children’s children look us in the eye & ask if we voted for the party that chose to murder unborn babies, I want us to be able to say No, we didn't.",Cash-for-Clunkers Survivor,4934.0,2954.0,65415.0,2010-08-30 09:33:39,2020-11-04 10:36:37,0.0,0.0,"@loui_smith_ @realDonaldTrump That's just it - each one of those ""votes"" needs to be verified as registered and unduplicated, at the minimum.",Twitter Web App,[]
Shugoki_Embrace,"23. He/Him
My alt account.
I get attached very easily. 🥺
My account is NSFW so don't be surprised if you find NSFW.
Snap: thecammunist
Kik: roneyclan",,55.0,72.0,1210.0,2017-03-03 03:49:12,2020-11-04 10:36:37,0.0,0.0,"@caltotexas @cuddly_sasha @hailie75643531 @wildfl0wermama @uriassr trump has almost gotten us into multiple wars by just running his mouth.
Also trump is the one who started the Zero Tolerance policy.
Which allows them to separate families permanently.
Under Obama the families were only separated if there was suspicion of illegal activity.",Twitter Web App,[]
mARKHAMillJOKER,,,458.0,19.0,3416.0,2011-10-22 12:23:25,2020-11-04 10:36:37,0.0,0.0,@dyeingtobeontv @RealJamesWoods Trump voted for George,Twitter for Android,[]
ap0cryphal,bad mozlem / pop culture doom / political gloom / all in good faith. some kind of leftist; antifa always. he/him.,the motherland | UTC +6,1938.0,457.0,35798.0,2010-08-12 12:41:40,2020-11-04 10:36:37,0.0,0.0,"@nberlat I agree with your last statement, word for word. 

The tally at present stands at some 66 million votes for trump, and 68 million for biden. Not for nothing, but how is the party + president that's given america 235k+ deaths / 6.5+ million infected not suffering a landslide loss?",Twitter Web App,[]
beforethefall89,políticamente incorrupto,"Guadalajara, España",1368.0,119.0,39490.0,2016-08-31 21:09:21,2020-11-04 10:36:37,0.0,0.0,@RosaKittieChaos Donald trump,Twitter for Android,[]
TonyMeneses20,"100% USA Supporter. Brazilian Right Wing Citizen. Republican. Trump Ugly Addict. Pro Life, ציונות",São Luís - Brazil,655.0,209.0,957.0,2020-10-06 01:22:49,2020-11-04 10:36:37,0.0,0.0,My dear Republicans. This Frau••••lent Election show me: A-America is divided B-Communism is taken for granted. C—You must rethink America. I have hopes Trump will win but freedom lost.,Twitter for iPhone,[]
Liamj1Lj,,"Scotland, United Kingdom",257.0,94.0,998.0,2013-06-12 23:45:44,2020-11-04 10:36:37,0.0,0.0,@Eddierfc55 @Amato861 When someone challenges a trump hater https://t.co/D5eeiLsAau,Twitter for Android,[]
flattopjmt3,"Retired from Bell Atlantic/Verizon Freehold NJ November 21, 2003 Married Jeanne Turton                 May 14, 2004","Fort Myers Beach, FL",5.0,16.0,2734.0,2016-01-25 11:58:32,2020-11-04 10:36:37,0.0,0.0,"@AOC They are voting, FOR TRUMP 🇺🇸",Twitter for iPhone,[]
TGS_24,,Georgia,197.0,199.0,2951.0,2014-06-08 04:28:38,2020-11-04 10:36:37,0.0,0.0,@NBAMemes You do know if Biden wins WI Trump still wins right?,Twitter for iPhone,[]
kajeinn,24 dance like it hurts to stand still,,228.0,403.0,35647.0,2010-02-03 08:13:19,2020-11-04 10:36:37,0.0,0.0,Trump says his rival is trying to steal the election https://t.co/2cabZhstUF,Twitter for iPhone,[]
Looby007,anti fascists are not the enemy,Floating ,1898.0,1688.0,163899.0,2009-03-16 10:04:35,2020-11-04 10:36:37,0.0,0.0,"@KateAronoff @kthalps You cannot counter Facebook. 
There are hundreds of thousands of Americans who believe Hillary and democrats run a cabal of pedophiles.
Even more believe that trump did a great job handling a pandemic? 
How the hell do you get people to separate fact from fiction.",Twitter for iPhone,[]
kaylortied,you are in love,she/her ☭,85.0,55.0,825.0,2019-11-06 02:44:16,2020-11-04 10:36:37,0.0,0.0,fuck i cant believe how close trump is fuck tht orange man,Twitter Web App,[]
CAA_Official,"new album #Resist  https://t.co/11syKNyD4k
YouTube https://t.co/AX4uL3GOjv
Spotify https://t.co/7rmuzu66uz","London, England",601511.0,839157.0,389645.0,2009-01-27 00:47:55,2020-11-04 10:36:37,0.0,2.0,Sky News just said Farage had a 10k bet on Trump,Twitter for iPhone,[]
jiveboy_4u,"Expert in horsemanship and foreign tongues.

""I fight with my life against the words you speak but defend with my life the right to speak them...""","London, England",216.0,37.0,1037.0,2009-02-17 13:45:28,2020-11-04 10:36:37,0.0,0.0,@siobhankennedy4 @jonsnowC4 @realDonaldTrump Who posts their votes in the night before an election? That's the sort of bizarre practice you SHOULD be investigating to confirm there's no fraud. You're too scared to go there? You followed the Russian hoax for about 10 months but can't investigate this........thats just wrong!,Twitter Web App,[]
fox28columbus,"Following news, weather, and traffic around Central Ohio and beyond!","Columbus, OH",4761.0,52692.0,174604.0,2009-04-20 14:31:35,2020-11-04 10:36:37,0.0,0.0,"The #2020PresidentialElection has yet to be decided as voting continues in key states. 

Watch #GoodDayColumbus for the latest. 

https://t.co/XPmJETkI7K https://t.co/ykY9FAXUAX",TweetDeck,"[{'text': '2020PresidentialElection', 'indices': [4, 29]}, {'text': 'GoodDayColumbus', 'indices': [95, 111]}]"
oloye__,"How can I lose when I came here with nothing?

Politics| Culture| Comms| PR•",#CouncilofChiefs,298.0,22769.0,15264.0,2020-02-12 21:49:10,2020-11-04 10:36:37,1.0,1.0,"Trump is the first US president to not start a war anywhere. 

Probably why the EU prefers Biden. He'll give them wars that help them further exploit black and brown countries.",Twitter for Android,[]
leighadexhoran,pretty savage,She/Her,588.0,1246.0,11858.0,2018-07-11 12:15:32,2020-11-04 10:36:37,0.0,0.0,Slovenia already congratulated Trump for his win?! THE VOTING ISNT EVEN CLOSED YET 😭,Twitter for Android,[]
GiorgioKariuki,,Kenya,199.0,262.0,18511.0,2012-11-08 13:04:33,2020-11-04 10:36:37,0.0,0.0,Trump is the winner. You can take this to the bank https://t.co/RD2ot1CKzt,Twitter for iPhone,[]
TheProf13296630,,,26.0,8.0,1022.0,2020-04-14 16:04:05,2020-11-04 10:36:36,0.0,0.0,@realDonaldTrump I watched it and I totally agree with you he’s a full nob end,Twitter for iPhone,[]
Astro_Jonny,Freelance Space Journalist. Words @NewScientist @SciAm @Forbes @Nature @NYTimes @WiredUK + more. Sometimes on the telly box @BBC et al. jdaoca@gmail.com,"London, UK",3101.0,6242.0,17275.0,2011-09-17 18:08:44,2020-11-04 10:36:36,0.0,0.0,"@cpl43uk Yes, but I'd still take a marginal Biden victory over a marginal Trump victory.",Twitter for Android,[]
MTFC74,,"Edinburgh, Scotland",166.0,52.0,944.0,2009-07-03 20:26:29,2020-11-04 10:36:36,0.0,0.0,@GaryLineker @Bairddavey Problem with a penalty shoot out Gary is that Trump's heritage is not English,Twitter for Android,[]
ColinCesvette,"As an innovative #internet #marketing Consultant I help companies achieve their online objectives, #ContentMarketing #entrepreneur  #SociaMedia #Crowdfunding",London,6734.0,6084.0,34315.0,2009-06-12 19:37:25,2020-11-04 10:36:36,0.0,0.0,"Top story: @Mikel_Jollett: 'Most of you know this by now, but IF Trump holds Florida, NC and GA:

1. When we go to bed on Nov 3rd he'll be AHEAD in PA and MI by 10-15%.

2. Early votes are counted LAST in these states a… https://t.co/7Fh3YJFYCE, see more https://t.co/0KRQOKlmtG",The Tweeted Times,[]
FunPatroll,"Relentlessly stalks the playful, the hilarious, the beguilingly weird so you don't have to. Dragnets perpetraitors: dicktraitors, goon squads & kangaroo courts.",The great state of Mind,1796.0,1445.0,39908.0,2019-02-05 09:26:33,2020-11-04 10:36:36,0.0,0.0,@ReesusP Ivanka Trump voting machines,Twitter for Android,[]
FascinatesMo,"FANTASY | A.R.M.Y 》💙 •• 💜

🎐 MDZS/CQL","California, USA",666.0,193.0,46608.0,2016-03-15 06:12:45,2020-11-04 10:36:36,0.0,0.0,"I am so FLABBERGASTED at how there are Hispanic/Latinx people who willingly vote and support trump. Like, HAVE YOU HEARD WHAT HE SAID ABOUT YOU??? HE CALLED YOU AND YOUR WHOLE FAMILY MURDERERS AND RAPISTS. WTF IS WRONG WITH YOU??!!",Twitter for Android,[]
IncessantBarker,💬,"Melbourne, Australia",1708.0,299.0,2298.0,2013-08-19 08:41:38,2020-11-04 10:36:36,0.0,0.0,".@JoeBiden has just pulled ahead in Wisconsin. Assuming he holds it and Nevada, and @realDonaldTrump takes Alaska, Biden is still better placed to get to 270 even though he trails Trump in the remaining 4 states. Biden only needs one of these, while Trump needs to win all 4. https://t.co/OVWvEQMQG2",Twitter Web App,[]
BusoloAggrey,"A Father of Three , Husband and a Life Time Amoureux de la Rhumba! A Patriotic Kenyan 😍 ! Instagram,Facebook Sen. Busolo_ Aggrey","Embakasi, Nairobi Kenya",127.0,1327.0,3097.0,2014-10-16 19:14:21,2020-11-04 10:36:36,0.0,0.0,"BIDEN : 238
TRUMP: 213
Biden needs only 32 electrol college to win this 💪💪@JoeBiden Tibim! 
#Election2020 #USAElections2020
#AmericaDecides2020
#Biden",Twitter for Android,"[{'text': 'Election2020', 'indices': [92, 105]}, {'text': 'USAElections2020', 'indices': [106, 123]}, {'text': 'AmericaDecides2020', 'indices': [124, 143]}, {'text': 'Biden', 'indices': [144, 150]}]"
kathylandb2,don’t let people pull you into their storms - pull them into your peace,Citizen of the  world,497.0,164.0,9580.0,2012-10-01 14:54:23,2020-11-04 10:36:36,0.0,0.0,@kcchiefs2012 @IngrahamAngle You do know trumpet is the biggest RINO right. The Republican Party actually doesn’t exist anymore. It’s the Trump party,Twitter for iPhone,[]
LisaJadeClark1,"#HumanityFirst, #AtlYangGang, #AndrewYang2020, TruthSeeker, Loudmouth, #Underdog, Overcomer,   #MeTooSurvivor, #Resister, Save the Earth, NO Twitter-Tinder DMs!","Atlanta, GA",5260.0,4785.0,10595.0,2018-09-21 01:17:17,2020-11-04 10:36:36,0.0,0.0,"@AndrewYang, apparently many of our brothers &amp; sisters of #YangGang, have voted for Trump! Where did they get this idea? I just don't understand. Why? You're the opposite of Trump. We may lose this thing now. My anxiety, is in hyperloop. Please, help us.",Twitter for Android,"[{'text': 'YangGang', 'indices': [62, 71]}]"
ABO3TB66629638,"اسم ناصر العتيبي
احب القيمنق وعندي قناة باليوتيوب
https://t.co/gtkz7Cymep
هذي رابط قناتي انشالله تستمتعون في القناة",,33.0,0.0,4.0,2020-10-29 18:12:21,2020-11-04 10:36:36,0.0,0.0,"Fuck u trump It is true that I am an Arab and I do not have any involvement in this matter, but Trump must take down the dog's son because he ruined the mother of humanity, the cursed bastard. Vote for Biden because Trump is a problem with the animal's skin",Twitter for Android,[]
ohgreatouija,"25 yrs+ nightclub DJ, stagehand, Central Park Dance Skater. Mother of Joey Moonpie. The end.",NYC,247.0,98.0,9289.0,2010-02-17 08:37:57,2020-11-04 10:36:36,0.0,0.0,@RWPUSA @realDonaldTrump He knew how lazy dems are. That they'd rather sit on the couch than stand on line to vote. He told us to our faces that he was going to pull this. And dems took the easy way out.,Twitter Web App,[]
WyColoCowboy,"Dad,  Hunter, marksman and Rodeo fan.  Builder of dreams.",Colorado Springs,179.0,71.0,2095.0,2012-12-23 04:49:01,2020-11-04 10:36:36,0.0,0.0,"Trump will win #Wisconsinelection .  The only county with significant votes still to be counted is Brown County (Green Bay) Trump will pick up 16,000 more votes in Brown County and win by 9,000 votes.",Twitter Web App,"[{'text': 'Wisconsinelection', 'indices': [15, 33]}]"
Mirzamadak,‏‏‏‏‏‏‏‏‏ہوگا-,غم کے قالب میں~,1559.0,390.0,26332.0,2018-12-24 13:54:50,2020-11-04 10:36:36,0.0,0.0,Last US election @tamerati_kam had been telling me for a month ke Trump jeetega confirm hai and I was thinking lol good joke is kaddu ko tau ye bhi Nahi pata ke America Europe mein hai ya Europe sa bahar https://t.co/HIzTbZopvv,Twitter for Android,[]
danielegaither,"As a mere observer of this tasteless phenomenon, one has to admire the stage management.",Hollywood,736.0,1346.0,50862.0,2010-11-11 21:12:52,2020-11-04 10:36:36,0.0,0.0,"YG &amp; Nipsey Hussle ""FDT (Fuck Donald Trump)"" (WSHH Exclusive - Official ... https://t.co/LbKkeM17ee via @YouTube",Twitter for iPhone,[]
Omiller001Orla,"Former Lawyer & Teacher, now Mum and Procurement professional RTs are not endorsements, and will not necessarily represent my views.",,221.0,87.0,3604.0,2010-11-11 21:34:43,2020-11-04 10:36:35,0.0,0.0,@OwenJones84 Looking at the results that are already in... it looks like Trump has won... what % are yet to be counted from postal... is there any way out of this?,Twitter Web App,[]
PaintedToucans,"im depressed
+17 year old gay wamen




#BlackLivesMatter and that's obvious.",,79.0,20.0,1876.0,2020-04-04 22:58:20,2020-11-04 10:36:35,0.0,0.0,"@dat_Azurefangs Shit happened here too
White ppl are so damn gun crazy

We had some redneck white men with their pickup trucks and trump flags

They decided to shoot cars",Twitter Web App,[]
SHOUTYCAPZ,Equity. Humanity. Sarcasm.,,910.0,722.0,2549.0,2013-10-12 17:25:48,2020-11-04 10:36:35,0.0,0.0,"@iii_turk The trouble with Trump is that he doesn’t care how dumb his ramblings are, because he knows his supporters are dumber.",Twitter for iPhone,[]
Lee58446774,"Center Right; Polytheist, Zen-Buddhism; 🇺🇲🇦🇺🇨🇦.  POWER OF ONE☯️☸️✝️.",,259.0,54.0,106.0,2019-02-22 16:25:17,2020-11-04 10:36:35,0.0,0.0,The Socialist reset cannot happen if Trump is elected. Can we please discuss the issue at hand!!! https://t.co/RuT9AHEaVS https://t.co/JeBwmiA3aA,Twitter for Android,[]
smoothmf_,"Mystery eyeballs, Golden hearted, proudly LIVERPOOLFC. MUSIC is the air I breathe 🇳🇬🇳🇬 #YNWA",Inside Life ,5268.0,5038.0,27940.0,2010-12-05 07:02:07,2020-11-04 10:36:35,0.0,0.0,"@Seventhin06 It isn't, why I said not imminent. Trump is just going to do it again.",Twitter for Android,[]
cmjuliff,"Politics/History graduate, Christian Socialist, Republican, Rejoiner, former Whitehall civil servant and award-winning PA - now freelance social researcher","England, United Kingdom",834.0,47.0,2869.0,2013-04-05 18:30:39,2020-11-04 10:36:35,0.0,0.0,@MichaelVaughan Trump has declared even though he’s behind on first innings,Twitter for iPhone,[]
hazerous,19,"England, United Kingdom",90.0,18.0,1039.0,2018-01-09 17:45:01,2020-11-04 10:36:35,0.0,0.0,@ladbible Wow it’s not as if trump won states that where meant to be voting for Biden or anything,Twitter for iPhone,[]
jeongiepat,"cosplayer
writer
anime lover",,156.0,82.0,871.0,2010-12-25 08:30:15,2020-11-04 10:36:35,0.0,0.0,@Patchingzza I think US citizens will not vote trump this time.,Twitter for Android,[]
PaulButterly,"Data Technician , Chelsea fan, 15th/16th Century Renaissance Italy, Clay Target Shooting, Steely Dan, Floyd etc",Rush . Co. Dublin . Ireland,247.0,217.0,7931.0,2013-10-28 15:52:41,2020-11-04 10:36:35,0.0,0.0,"@realDonaldTrump Says the excuse for a human being that bought a full page in a newspaper, calling for the death penalty on 5 black and latino men accused of raping a woman in Central Park",Twitter for Android,[]
joanareiss2,,"Albufeira, Portugal",152.0,82.0,1609.0,2018-10-20 07:12:14,2020-11-04 10:36:35,0.0,0.0,Burn in hell https://t.co/A4Xihl6cbT,Twitter for iPhone,[]
johneckert9,"Loving God, Family, and friends!","Sewell, NJ",208.0,116.0,6867.0,2013-02-27 10:08:51,2020-11-04 10:36:35,0.0,0.0,"@Coopers_PR_Mom @AOC I am sure Trump will help you, lol!",Twitter for Android,[]
DiscoTempoJazz,"Copywriter 📒,
Linguistics 💬,
Ancient Greek 🏛 . 


""Orange man bad"" is a valid and thoroughly supported political theory.",,5158.0,4691.0,19488.0,2019-09-25 05:21:38,2020-11-04 10:36:35,0.0,2.0,"If Biden wins by fewer than 11 EVs, at least we can spin it as some sort of beyond-the-grave justice from John McCain, with the knowledge it'll torture Trump just that little bit more.",Twitter Web App,[]
djackson1212,MBA Corporate Finance and a NPC Body-builder/Model and Actor,ATLNYWashDC,962.0,211.0,1452.0,2009-09-10 01:29:06,2020-11-04 10:36:35,0.0,0.0,And look at the racism being done to each other in the Black Community ⚫ for over 60 years give me a break racism is only mostly what Blacks have done to themselves 🇺🇲🇺🇲🇺🇲⚖🏛 cmon Trump get the US Supreme Court involved https://t.co/mn864Mg8Ht,Twitter for Android,[]
hanrahanarchist,"Lickspittle southerner waiting for next holiday by gas miser...
he/him",Ireland,1917.0,798.0,62178.0,2009-06-25 11:31:13,2020-11-04 10:36:35,0.0,0.0,@ipsiphi Does Trump get his voters from there too? Asking for an anxious planet...,Twitter Web App,[]
Nwammili1,,deep space,29.0,48.0,107.0,2020-03-04 12:05:26,2020-11-04 10:36:35,0.0,0.0,"anybody wey want make e win, me don comot mouth for yankee matter like this 
-
Yankee | Trump | Hillary | UsElection2020 | -
#Election2020
#ElectionNight
#Elections2020
#ElectionDay2020
#elections
#ElectionDay
#Elecciones2020
#election https://t.co/bwFlIApoHl",Twitter Web App,"[{'text': 'Election2020', 'indices': [125, 138]}, {'text': 'ElectionNight', 'indices': [139, 153]}, {'text': 'Elections2020', 'indices': [154, 168]}, {'text': 'ElectionDay2020', 'indices': [169, 185]}, {'text': 'elections', 'indices': [186, 196]}, {'text': 'ElectionDay', 'indices': [197, 209]}, {'text': 'Elecciones2020', 'indices': [210, 225]}, {'text': 'election', 'indices': [226, 235]}]"
Datmusicguyjosh,"Throw your headphones on I'm in your heads 
🎸🥁🎹🎧",My room,24.0,15.0,625.0,2020-08-04 23:06:40,2020-11-04 10:36:35,0.0,0.0,If you’re a woman and you support Trump you’re very foolish https://t.co/krPqzh2qAA,Twitter Web App,[]
jooniexrm,missing bts 24/7🥺 | preorder BE!,she/her,599.0,499.0,14331.0,2015-02-03 17:10:17,2020-11-04 10:36:35,0.0,0.0,@joonsdaisy it’s hard to say... well I’m hoping for biden and he’s currently leading but there’s still a chance for trump to win soo🙃 what do you think??,Twitter for iPhone,[]
gcardenas_jr,Circus acts only attract those that entertain,UC Berkeley ,839.0,808.0,37291.0,2011-07-23 03:33:43,2020-11-04 10:36:35,0.0,0.0,@loudanepro @ImSehrn @Pats12P @Jorgensen4POTUS Ya she got more votes than Biden is losing by in these last few states. You idiots with less than 1% of the vote are costing ppl 4 more years or Trump. Selfish.,Twitter for iPhone,[]
keno45103,,"Cincinnati, OH",9.0,6.0,1101.0,2016-09-20 16:52:04,2020-11-04 10:36:35,0.0,0.0,"@jericha_throne @realDonaldTrump Yeah Jesus is all about grabbing women by the p&amp;ssy , making fun on the handicapped and lying every day",Twitter for iPhone,[]
vivioats,she/her ok? bio?? that's good enough IMO,,119.0,25.0,116.0,2020-10-11 13:30:53,2020-11-04 10:36:35,0.0,0.0,But the best we can do right now is stay safe. We know what’s gonna happen today or the following week. Trump will get re-elected mark my damn words. We need to be prepared for what’s to come. Please stay safe and take care &lt;33,Twitter for iPhone,[]
Gerydubai1,"French business entrepreneur , expatriate in Dubai since 11 years . Specialist in Real Estate and Interior Design.","Dubai, United Arab Emirates",42.0,2.0,70.0,2018-05-26 12:42:24,2020-11-04 10:36:34,0.0,0.0,@TeamTrump @realDonaldTrump Bravo !!! I wish we have such a man in France  like you to lead our country which is now governed by his useless administration 😥,Twitter for iPhone,[]
joejohnscnn,News Bearer,Washington,6285.0,22924.0,9264.0,2010-03-03 02:37:22,2020-11-04 10:36:34,0.0,0.0,"Fact check: Trump makes series of egregious false claims in Election Night address
https://t.co/PmTsPVtfcK",Twitter for iPhone,[]
DJTh3Gooner,#gooner ..,Melbourne,188.0,179.0,10162.0,2014-12-23 23:55:53,2020-11-04 10:36:34,0.0,0.0,@MercWithABox @HereFor03553082 @realDonaldTrump don’t you have a protest to be at,Twitter for iPhone,[]
LILTREM0RS,— #BIOQUAKE: us against the world.,🅴┊ily to planet kitson n back,1211.0,1571.0,21093.0,2019-02-13 07:54:10,2020-11-04 10:36:34,0.0,0.0,if only life has a button of “unfamily” or a reset button. i’m so fucking tired hearing my mom saying trump is gonna win bc it’s god’s choice and my dad issa huge dd. fr this is exhausting.,Twitter for iPhone,[]
raphael_amuri,"上帝的黑儿子. [SRH - Volunteer] @YamGhana

Tech Writer / Digital Marketer

@talesofaccra & @AlienMediaGh 

Slow....No Rushing.

Editor of https://t.co/6e7jgOz3qN",加纳,26552.0,27579.0,12209.0,2015-05-20 11:20:54,2020-11-04 10:36:34,0.0,0.0,"Lol....Y'all be surprised Trump plans on going to court 😂😂😂

Man already told everyone this long ago. It's either he wins or the election is rigged.",Twitter for Android,[]
Horus1618,What you think upon grows,Watch this video...,2675.0,1279.0,38386.0,2010-02-03 06:56:20,2020-11-04 10:36:34,0.0,0.0,"When I share dark Biden material I am not trying to attack the man, to be clear, I pity all in politics.

I feel bad ""exposing"" Biden, Trump etc etc etc

Even Killary (the GOAT).

Do you throw a pawn when the kings is taken?",Twitter Web App,[]
bugpork,"astrologer, tarot card reader, cat owner, chihuahua and rat picture observer, mcdonald’s employee. ask for a free tarot reading #blm",☿,460.0,149.0,9802.0,2020-03-09 04:57:19,2020-11-04 10:36:34,0.0,0.0,i hope y’all understand now that about half of america IS shamefully stupid enough to think trump is a good president. don’t ask me why anyone supports someone who almost started ww3 bc idk ma,Twitter for iPhone,[]
_underdogs,,lookin' down on cloud 9,82.0,10.0,359.0,2013-04-29 11:07:33,2020-11-04 10:36:34,0.0,0.0,@realDonaldTrump YOU are the embarrassment to our country. 🇺🇲,Twitter Web App,[]
RosaKarina,,Teresina,307.0,351.0,3693.0,2009-10-12 03:24:19,2020-11-04 10:36:34,0.0,0.0,Go Trump @realDonaldTrump https://t.co/8jUJzzYrAr,Twitter for Android,[]
Mirawallflower,"‏‏‏‏To live is to read. ✨
SC : mirawallflower1
‎‎‎‎#FreePalestine 🇵🇸 /
بلادي هي الجزائر و عليها راني حاير 🇩🇿",Everywhere,2077.0,1156.0,69979.0,2011-03-20 18:48:50,2020-11-04 10:36:34,1.0,0.0,Texas is all about Trump people are mad,Twitter for Android,[]
AaronGroffTV,Evening Anchor at @kion546 in Salinas/Monterey/Santa Cruz. Come for local news. Scroll through Miami/Terps sports tweets. @merrillcollege grad. Tweets are mine,"Salinas, CA",1992.0,802.0,8826.0,2011-09-07 00:47:38,2020-11-04 10:36:34,0.0,0.0,"We saw a bunch more votes come through in Wisconsin in the last hour. Joe Biden has taken a VERY NARROW lead over President Trump. 

The race isn't over and this could change back, but Wisconsin is thisclose right now.

https://t.co/vVDhzE4YIP https://t.co/XoBp5UyKNJ",Twitter Web App,[]
sbreen,She / Her  🌈🌈🌈,Ireland,1010.0,853.0,14368.0,2008-05-09 17:08:25,2020-11-04 10:36:34,0.0,0.0,"@Bernieadufe @ARNirl Irish nationalist, Trump supporter, breitbard reader. Lovely",Twitter for Android,[]
London_Skylines,"Glentoran FC | Chelsea FC | Boxing

Other interests: tattoos, veganism, data science, vinyl, fitness",UK,1430.0,355.0,7751.0,2013-02-03 14:35:46,2020-11-04 10:36:34,0.0,0.0,"Okay, Trump's out.  Final call.",Twitter Web App,[]
SimplyAkimb0,,,209.0,216.0,38311.0,2010-10-10 05:07:52,2020-11-04 10:36:33,0.0,0.0,@BobbyBachAllah @All_Vowels @briebriejoy @CBSNews Bernie would have blown Trump out with Hispanic voters if he were the Democratic presidential nominee tonight.,Twitter for Android,[]
OliveGardenJR,He-Him. Black Lives Matter. Straightedge. Putting the ho back in HOA.,Haunted Midwest,805.0,149.0,4001.0,2014-04-04 00:43:39,2020-11-04 10:36:33,0.0,0.0,"One of the worst parts about Trump, is seeing the complete absence of love in his eyes when he speaks. This man has never felt confident in love from anybody. He is the product of toxic masculinity and rampant capitalism. Those monster-creators need to be ended.",Twitter Web App,[]
asdfzer,,,590.0,4.0,608.0,2014-03-28 17:30:08,2020-11-04 10:36:33,0.0,0.0,@MalreseSkysen @OhioBoogeyman @CBSNews Biden was down 110k before the 169k dump from Milwaukee...after it he’s up 10k...awesome that accounts for 120k...110k+10k...what about the rest. 169-120... Those remaining did not hit For trump. They are rigging this thing,Twitter Web App,[]
AlejandroGR0012,Bs chemist/ videogames lover,"Callao, Peru",645.0,84.0,14689.0,2011-11-30 16:56:04,2020-11-04 10:36:33,0.0,0.0,"After more than 200k deaths caused  by ignoring  covid19 effects coming mainly from Trump, people still vote  for him. Added another one for the memes, usa is really  sick. https://t.co/gcGuk5cpuR",Twitter for Android,[]
jclannon,"Likes people, Africa, plants and football. Dislikes  racism, oppression, intolerance and militarization.",Limerick (most of the time),1104.0,847.0,4263.0,2011-02-03 23:13:07,2020-11-04 10:36:33,0.0,0.0,"Coming live, from the country that spreads democracy around the world ...

https://t.co/t9eG1ANsyY",TweetDeck,[]
DJStevoz,Proud White. Deo et patria 🇬🇧🇺🇸🇮🇱🇺🇸🇬🇧MGBGA🇬🇧🇺🇸MAGA🇺🇸 @POTUS @Alliance4Unity #ToryScum #SackPatel #Trump2020 #GBdeclaration,United Kingdom,929.0,956.0,49661.0,2011-03-31 21:32:29,2020-11-04 10:36:33,0.0,0.0,This is disgraceful by any standard. For the sake of The World Trump must be declared winner. Complete overhaul of voting should've been done long ago. https://t.co/RgV9eLj83I,Twitter for Android,[]
nan537,"Wife, mother, grandma, beach loving, book reading, pop culture loving, liberal woman!#notmyPresident;#impeachTrump",,635.0,409.0,8899.0,2009-09-20 22:56:54,2020-11-04 10:36:33,0.0,0.0,@DrRobDavidson @GatodeMiel @realDonaldTrump Heartbreaking that half this country doesn’t care about American lives and decency. Heartbreaking to know they condone having a conman creep who cares nothing about them as a President! Eye opener.,Twitter for iPad,[]
ViolaAppleton6,I just love the drama!,,77.0,43.0,6661.0,2019-07-05 07:03:47,2020-11-04 10:36:33,0.0,0.0,@PaulSte67312330 @Ged25175340 @LBC @NickFerrariLBC I have friends on the left and right and none support Trump. But then they also don't vote for any parties involving Nigel Farage. 🤷,Twitter for Android,[]
telgray1,"Just an old rocker at heart, proud husband father and grandfather. No lists, no DM's no MAGA's. ❄️❄️Proud snowflake ❄️❄️🌊🌊🌊🌊🌊🌊 ☘️☘️☘️☘️",N. Ireland ,504.0,290.0,5555.0,2019-10-14 15:50:44,2020-11-04 10:36:33,0.0,0.0,"@realDonaldTrump makes his contempt for the military clear every damn day. Now he wants to silence American troops risking their lives overseas. He wants to dump their votes like they are worthless trash. The Commander In Chief is pissing on his troops. 
#5xDraftDodgingCoward",Twitter Web App,"[{'text': '5xDraftDodgingCoward', 'indices': [255, 276]}]"
_liamscookies,#LOUIS: Just wanna be loved by you—she/her—ot5–ifb—YOU MATTER,,889.0,576.0,4528.0,2020-04-30 11:35:00,2020-11-04 10:36:33,0.0,0.0,"@JJansaSDS @realDonaldTrump @Mike_Pence @GOP @idualliance Lol no

 https://t.co/9luqjm08rE",Twitter for iPhone,[]
VladikaRadeCT,Име ми је Вјерољуб Презиме ми Родољуб Српски пишем и зборим Савком громко говорим Народност ми србинска Ум и душа славијанска ! ЊЕГОШ.,"Kingsteignton, England",1145.0,1479.0,12102.0,2014-08-25 04:37:54,2020-11-04 10:36:33,0.0,0.0,@realDonaldTrump HE WON ... https://t.co/XAENsNxQ5d,Twitter for iPhone,[]
SamuelJohnsnon,,Ireland,259.0,967.0,49557.0,2015-07-21 14:42:18,2020-11-04 10:36:33,0.0,0.0,@JJansaSDS @realDonaldTrump @Mike_Pence @GOP @idualliance Shame on you. Nothing of the sort is clear.,Tweetings for Android Tablets,[]
hapticzzz,"https://t.co/UWBOIL0r2J
complete demon on the keys 😈😈😈❌❌😤😤🐍🐍💦💦😳😳",,608.0,34.0,791.0,2018-12-04 22:51:56,2020-11-04 10:36:33,0.0,0.0,I got Trump in 7,Twitter for Android,[]
FordFord2,"Some pler by the way
Lennons dad
Joeys dad
Louises man
What else matters?",Perth,829.0,296.0,10446.0,2011-05-07 11:06:29,2020-11-04 10:36:33,0.0,0.0,"Looks like Trump might not be biden in the white house.

🥁",Twitter Web App,[]
